network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
0.6011466011466012,0.3333333333333333,0.5337105514639623,0.1129097598101545,0,0,0,1,0,1,0,0,0,1,0,0
0.2628992628992629,0.4166666666666667,0.7661992438693457,0.4183295603302149,0,0,0,1,0,1,0,0,1,0,0,0
0.5274365274365275,0.25,0.8033444026995602,0.2189782782990874,4,0,0,1,0,1,0,0,0,0,1,0
0.21294021294021298,0.49999999999999994,0.6009513036509758,0.2020367891397015,0,0,0,0,1,1,0,1,0,0,0,0
0.41932841932841936,0.16666666666666669,0.6556532342631766,0.5909564999028236,2,0,0,1,0,1,0,0,0,1,0,0
0.24651924651924656,0.49999999999999994,0.6310555183677288,0.1312445182782391,3,1,0,1,0,1,0,0,0,1,0,0
0.30303030303030304,0.3333333333333333,0.5970789805002698,0.1308719762564659,1,0,0,1,0,1,0,1,0,0,0,0
0.2874692874692875,0.3333333333333333,0.5163558727405186,0.4507934767880127,2,0,0,1,0,1,0,1,0,0,0,0
0.5413595413595415,0.3333333333333333,0.7567303802140404,0.384942403385336,2,0,0,0,1,1,0,0,1,0,0,0
0.30303030303030304,0.08333333333333333,0.870830355466452,0.5525920272911374,1,0,0,1,0,0,1,1,0,0,0,0
0.5036855036855037,0.49999999999999994,0.5101219275565833,0.4394625872918866,0,0,1,0,0,1,0,1,0,0,0,0
0.6633906633906634,0.25,0.6012549868440119,0.602806399206928,1,0,1,0,0,1,0,0,1,0,0,0
0.4668304668304669,0.16666666666666669,0.7703158101980723,0.4917512822687656,2,1,0,1,0,0,1,1,0,0,0,0
0.0,0.49999999999999994,0.7066037417679382,0.2853172522969633,4,1,0,1,0,1,0,1,0,0,0,0
0.4373464373464374,0.25,0.6250024489385816,0.3792180021934597,1,0,0,1,0,1,0,0,0,1,0,0
0.31531531531531537,0.6666666666666666,0.8467293605000568,0.5017927036174349,2,0,0,1,0,0,1,1,0,0,0,0
0.11384111384111385,0.08333333333333333,0.7141600400684956,0.4934156789338435,3,0,0,1,0,1,0,1,0,0,0,0
0.6830466830466831,0.3333333333333333,0.7360552106410273,0.1725379664716648,2,0,0,0,1,0,1,0,0,0,0,1
0.2612612612612613,0.3333333333333333,0.22263127219427084,0.3158533744191446,2,0,0,1,0,0,1,0,0,1,0,0
0.552006552006552,0.25,0.885761963676149,0.2935690036400107,2,0,0,1,0,1,0,1,0,0,0,0
0.180999180999181,0.49999999999999994,0.5838518503446198,0.080108933620062,3,0,0,1,0,1,0,1,0,0,0,0
0.1760851760851761,0.3333333333333333,0.49341327577156124,0.0262146273856461,2,0,0,1,0,1,0,0,1,0,0,0
0.2874692874692875,0.25,0.7925655282531422,0.1937340148069083,1,1,0,1,0,1,0,0,1,0,0,0
0.30139230139230144,0.08333333333333333,0.681053863945634,0.2148402962450661,2,0,0,1,0,1,0,1,0,0,0,0
0.4905814905814906,0.08333333333333333,0.6042493826815291,0.5269828940482267,2,0,0,1,0,1,0,1,0,0,0,0
0.3972153972153973,0.08333333333333333,0.7745612511873594,0.2309266637445831,2,0,0,1,0,0,1,1,0,0,0,0
0.32514332514332517,0.25,0.6758946599717951,0.2631445215456403,2,0,0,1,0,0,1,0,0,1,0,0
0.3210483210483211,0.3333333333333333,0.2493418882826193,0.7111387333990694,2,0,1,0,0,1,0,0,0,0,0,1
0.4971334971334972,0.25,0.6532181484095883,0.0930679764236392,3,0,0,0,1,0,1,1,0,0,0,0
0.9877149877149878,0.3333333333333333,0.7709924946830685,0.7746157586048802,1,0,0,1,0,0,1,1,0,0,0,0
0.43570843570843576,0.4166666666666667,0.7947997982177216,0.2236170967452432,3,1,0,0,1,1,0,0,1,0,0,0
0.38001638001638005,0.0,0.9263988820105303,0.3794568600502183,1,0,0,1,0,1,0,0,1,0,0,0
0.33251433251433254,0.3333333333333333,0.6628089542176758,0.4443984484036158,0,0,0,0,1,1,0,1,0,0,0,0
0.47256347256347264,0.4166666666666667,0.6729528508322267,0.341871557834669,0,0,0,1,0,0,1,1,0,0,0,0
0.5356265356265357,0.25,0.8490409799463164,0.5940552760000274,1,0,0,0,1,0,1,1,0,0,0,0
0.07616707616707617,0.25,0.6732814433832024,0.1034047566311247,2,0,1,0,0,1,0,0,0,1,0,0
0.49221949221949224,0.6666666666666666,0.6244099425137453,0.3902982899898237,0,0,0,0,1,1,0,1,0,0,0,0
0.27764127764127766,0.08333333333333333,0.4272886177875729,0.2909216156819683,1,0,0,1,0,1,0,0,0,0,1,0
0.18181818181818182,0.3333333333333333,0.4060399124700632,0.6226940174072998,2,0,0,1,0,1,0,1,0,0,0,0
0.35872235872235875,0.4166666666666667,0.7049542207901137,0.3145572868966895,3,1,1,0,0,1,0,0,1,0,0,0
0.3890253890253891,0.16666666666666669,0.2864922521650083,0.2071871272058654,0,0,0,1,0,0,1,0,0,1,0,0
0.3865683865683866,0.16666666666666669,0.7265130920392429,0.4223827735090362,1,0,0,1,0,0,1,0,0,1,0,0
0.7256347256347256,0.3333333333333333,0.737239230031845,0.6862604306121511,1,0,0,1,0,1,0,1,0,0,0,0
0.46273546273546273,0.16666666666666669,0.07042905761766054,0.1231063959160895,2,0,0,1,0,0,1,1,0,0,0,0
0.2661752661752662,0.25,0.5723303228557135,0.4728132422862252,2,0,0,1,0,1,0,0,0,1,0,0
0.3235053235053235,0.4166666666666667,0.7099518106346714,0.3192894676996372,2,0,0,1,0,1,0,1,0,0,0,0
0.3898443898443899,0.16666666666666669,0.7747031699133199,0.4119790664010267,2,1,0,1,0,1,0,0,1,0,0,0
0.4897624897624898,0.16666666666666669,0.902898901591251,0.8202386042079193,1,0,0,1,0,0,1,1,0,0,0,0
0.2571662571662572,0.3333333333333333,0.7088749806637117,0.2835776709470378,2,0,0,0,1,1,0,1,0,0,0,0
0.3161343161343162,0.49999999999999994,0.9214153694910006,0.357678953681174,2,0,0,1,0,0,1,0,1,0,0,0
0.3816543816543817,0.16666666666666669,0.5964528315250391,0.3365068715619403,1,0,0,1,0,1,0,0,1,0,0,0
0.45290745290745293,0.25,0.5529018843517862,0.4460306561717944,2,0,0,1,0,1,0,1,0,0,0,0
0.20884520884520885,0.49999999999999994,0.39560038723375357,0.2753798523643366,1,0,0,1,0,1,0,0,0,1,0,0
0.08435708435708437,0.08333333333333333,0.4757486962408555,0.4611869002402154,1,0,0,0,1,1,0,0,0,1,0,0
0.5438165438165439,0.49999999999999994,0.796153547053825,0.3949567582004849,1,0,0,1,0,1,0,1,0,0,0,0
0.29074529074529076,0.49999999999999994,0.7239102725608177,0.4195997838622242,3,0,0,1,0,1,0,0,1,0,0,0
0.4152334152334153,0.5833333333333333,0.6061114432759885,0.293713729918674,2,0,0,1,0,1,0,0,1,0,0,0
0.34561834561834565,0.08333333333333333,0.37458417713469405,0.5180902811485432,1,0,0,1,0,1,0,1,0,0,0,0
0.4512694512694513,0.16666666666666669,0.6880255387829676,0.1851990894464612,2,0,0,0,1,1,0,0,1,0,0,0
0.22194922194922195,0.3333333333333333,0.24135022939534548,0.3292513269978438,2,1,0,0,1,1,0,1,0,0,0,0
0.40950040950040956,0.25,0.7015829120690845,0.6583313171346866,1,0,0,1,0,1,0,1,0,0,0,0
0.6191646191646192,0.3333333333333333,0.917487848556947,0.0163412996843843,3,0,0,1,0,0,1,1,0,0,0,0
0.4176904176904177,0.16666666666666669,0.67180704493772,0.4234207346511811,1,0,0,1,0,1,0,1,0,0,0,0
0.3267813267813268,0.4166666666666667,0.7778133647073636,0.77569914223851,0,1,0,0,1,0,1,1,0,0,0,0
0.3742833742833743,0.4166666666666667,0.6690020215484219,0.0318955026358032,2,0,0,1,0,1,0,0,1,0,0,0
0.23013923013923016,0.3333333333333333,0.5744312418773804,0.3819123577496129,2,1,0,1,0,1,0,1,0,0,0,0
0.3660933660933661,0.3333333333333333,0.8347353662187221,0.2570096551010792,0,1,0,1,0,0,1,1,0,0,0,0
0.13759213759213762,0.3333333333333333,0.7361325072307917,0.435714525855437,1,0,1,0,0,1,0,1,0,0,0,0
0.25634725634725636,0.0,0.7997356614682581,0.7513031402276708,3,0,0,0,1,1,0,0,0,1,0,0
0.3554463554463555,0.16666666666666669,0.8016449448383028,0.20131127284166,2,0,0,0,1,1,0,0,0,0,0,1
0.3947583947583948,0.08333333333333333,0.7085960814128863,0.512147088376957,1,0,0,1,0,1,0,0,0,0,0,1
0.20966420966420968,0.16666666666666669,0.7645379830289721,0.0830127205145904,0,0,0,1,0,0,1,1,0,0,0,0
0.420966420966421,0.3333333333333333,0.6782809310338752,0.1136942609378759,1,0,0,0,1,0,1,0,0,1,0,0
0.5266175266175267,0.0,0.4226069539925016,0.564084143925167,1,1,0,1,0,0,1,1,0,0,0,0
0.5135135135135136,0.0,0.6959278297795088,0.3747947083398479,1,0,0,1,0,1,0,1,0,0,0,0
0.5192465192465193,0.25,0.6682510268151324,0.12739235899638,2,0,0,1,0,1,0,1,0,0,0,0
0.2604422604422605,0.5833333333333333,0.7172001548977827,0.4974568024502908,2,0,0,1,0,1,0,0,0,1,0,0
0.2612612612612613,0.4166666666666667,0.931508084506502,0.3700301134733055,0,1,0,1,0,1,0,0,0,1,0,0
0.017199017199017202,0.25,0.594155559693748,0.3298359029535043,1,0,0,0,1,0,1,1,0,0,0,0
0.3210483210483211,0.25,0.5051168478446513,0.3047007892026047,3,0,0,1,0,0,1,1,0,0,0,0
0.4643734643734644,0.16666666666666669,0.6412427979287225,0.2624555397395344,1,1,0,1,0,1,0,0,0,1,0,0
0.276003276003276,0.49999999999999994,0.7883803764251547,0.2519200050831235,1,1,0,1,0,1,0,0,0,1,0,0
0.27682227682227684,0.25,0.35731171841239906,0.4607046343891963,3,0,0,1,0,0,1,0,0,1,0,0
0.26371826371826373,0.08333333333333333,0.3864080428808496,0.3237532413477774,1,0,0,0,1,0,1,0,0,1,0,0
0.4971334971334972,0.25,0.6374841047968385,0.1266630011072958,1,0,0,1,0,1,0,1,0,0,0,0
0.05814905814905816,0.16666666666666669,0.5869089285120401,0.1573467478509875,1,0,0,1,0,0,1,0,0,0,1,0
0.09172809172809172,0.5833333333333333,0.5650514375692957,0.4787409839655569,2,1,0,1,0,1,0,1,0,0,0,0
0.3390663390663391,0.25,0.4552193516615892,0.4742638188646738,2,0,0,1,0,1,0,1,0,0,0,0
0.411957411957412,0.4166666666666667,0.23712596076665268,0.2306012372116494,1,0,0,1,0,1,0,1,0,0,0,0
0.2653562653562654,0.16666666666666669,0.6774535654404682,0.6051520257930989,1,0,0,1,0,1,0,1,0,0,0,0
0.12612612612612611,0.3333333333333333,0.8553968367991333,0.4021693662745026,1,1,0,1,0,1,0,1,0,0,0,0
0.1244881244881245,0.08333333333333333,0.8101488803742773,0.2574881723223564,1,0,1,0,0,0,1,0,0,1,0,0
0.3865683865683866,0.16666666666666669,0.57983087946952,0.4983710226831012,1,1,0,0,1,1,0,1,0,0,0,0
0.5921375921375922,0.3333333333333333,0.8091166233062936,0.5341287745239539,2,0,0,1,0,1,0,0,0,1,0,0
0.7338247338247339,0.3333333333333333,0.7426850456792915,0.3036467086590412,3,0,0,1,0,0,1,1,0,0,0,0
0.39557739557739563,0.16666666666666669,0.6478987370024846,0.6473542340175522,2,0,0,0,1,1,0,0,1,0,0,0
0.3161343161343162,0.25,0.7488967874652863,0.1404996633249835,1,0,0,1,0,1,0,1,0,0,0,0
0.23013923013923016,0.08333333333333333,0.3982074058557499,0.5643787061768053,0,1,0,1,0,1,0,0,0,1,0,0
0.5364455364455365,0.0,0.7052472269961471,0.2486895296942216,4,0,1,0,0,1,0,1,0,0,0,0
0.3677313677313678,0.25,0.5103282955923611,0.5361737534696299,2,0,0,1,0,1,0,0,0,0,0,1
0.556920556920557,0.3333333333333333,0.6920310125675196,0.82908358515557,1,0,0,0,1,0,1,0,0,1,0,0
0.45208845208845216,0.16666666666666669,0.6145047782195713,0.3862536933351961,1,0,0,1,0,1,0,0,0,1,0,0
0.35053235053235055,0.3333333333333333,0.6378662304844255,0.521708648204146,1,0,0,0,1,1,0,1,0,0,0,0
0.4504504504504505,0.0,0.8193535254791138,0.5111596001359074,2,0,0,1,0,0,1,1,0,0,0,0
0.25389025389025394,0.0,0.813252450554127,0.3800382882116676,3,0,0,1,0,0,1,0,1,0,0,0
0.3923013923013923,0.3333333333333333,0.5193480068248907,0.3971192818203656,1,0,0,1,0,0,1,1,0,0,0,0
0.14004914004914004,0.16666666666666669,0.7342799054505182,0.2509659861114192,3,0,0,1,0,1,0,1,0,0,0,0
0.23259623259623263,0.16666666666666669,0.8793725867861822,0.3134185653690287,2,0,0,1,0,0,1,0,1,0,0,0
0.334971334971335,0.16666666666666669,0.8560886463911899,0.1020069529062365,1,0,0,0,1,1,0,1,0,0,0,0
0.3841113841113841,0.3333333333333333,0.3507728482536765,0.0888410520607676,2,0,0,0,1,0,1,1,0,0,0,0
0.5323505323505324,0.3333333333333333,0.7042315078282646,0.7055925572227474,1,1,0,1,0,1,0,0,0,1,0,0
0.06715806715806716,0.3333333333333333,0.6239780539446388,0.2618112890815057,4,0,0,1,0,1,0,1,0,0,0,0
0.09336609336609338,0.4166666666666667,0.8797096463298417,0.6579082363213408,1,0,0,0,1,0,1,0,1,0,0,0
0.46273546273546273,0.3333333333333333,0.600370390605968,0.5226526005093324,4,1,0,1,0,0,1,1,0,0,0,0
0.2833742833742834,0.3333333333333333,0.5095921191187536,0.3910043614883334,1,0,0,1,0,1,0,0,1,0,0,0
0.1253071253071253,0.08333333333333333,0.752750279512142,0.3101131570512104,0,0,1,0,0,0,1,1,0,0,0,0
0.38247338247338253,0.25,0.6690048370071887,0.4659930014907216,2,0,1,0,0,0,1,0,0,0,1,0
0.28992628992628994,0.08333333333333333,0.8726225273545303,0.2748824294553375,3,0,0,1,0,1,0,1,0,0,0,0
0.28009828009828014,0.3333333333333333,0.6799603073247555,0.2140476787413973,0,0,0,1,0,1,0,1,0,0,0,0
0.47174447174447176,0.16666666666666669,0.6728763273125996,0.4323266404123174,2,1,0,0,1,0,1,0,0,1,0,0
0.5855855855855856,0.16666666666666669,0.6496054924299624,0.1796463322957668,2,1,0,1,0,0,1,0,0,1,0,0
0.4471744471744472,0.16666666666666669,0.6846391277401456,0.3664405559504858,2,0,0,0,1,0,1,1,0,0,0,0
0.43980343980343983,0.3333333333333333,0.8171975507212084,0.2172810511708404,1,0,0,1,0,1,0,1,0,0,0,0
0.4021294021294022,0.4166666666666667,0.6233274732231804,0.0769823069991424,3,1,0,1,0,1,0,0,1,0,0,0
0.3267813267813268,0.3333333333333333,0.5438458494064943,0.0736594959200217,2,0,0,0,1,0,1,1,0,0,0,0
0.4045864045864046,0.7499999999999999,0.40521138002767565,0.4582420352028848,1,0,0,1,0,1,0,1,0,0,0,0
0.307944307944308,0.16666666666666669,0.8280349407052717,0.1559242870143278,2,0,0,1,0,0,1,0,1,0,0,0
0.4512694512694513,0.4166666666666667,0.7067342255242407,0.4086617144457965,1,1,0,1,0,1,0,0,0,0,1,0
0.2948402948402949,0.16666666666666669,0.7439538725755643,0.3070384064868725,3,0,0,1,0,1,0,1,0,0,0,0
0.3677313677313678,0.25,0.4209962341554714,0.3559012645130199,0,0,1,0,0,1,0,1,0,0,0,0
0.4864864864864865,0.16666666666666669,0.6746794571127671,0.4480843702782508,1,0,0,1,0,1,0,1,0,0,0,0
0.5020475020475021,0.16666666666666669,0.7402915129979241,0.1959939785490218,2,0,0,0,1,1,0,1,0,0,0,0
0.343980343980344,0.3333333333333333,0.7911430924986093,0.3957542090094353,1,1,0,1,0,1,0,1,0,0,0,0
0.257985257985258,0.25,0.5363388400772436,0.3586781316437925,1,0,0,0,1,0,1,1,0,0,0,0
0.3603603603603604,0.08333333333333333,0.8312060455921331,0.5844134559368414,1,0,0,0,1,0,1,0,1,0,0,0
0.32514332514332517,0.08333333333333333,0.8004700607758595,0.5914391259415465,0,0,0,0,1,0,1,0,1,0,0,0
0.42997542997543003,0.16666666666666669,0.8949952994205015,0.2287595033197782,1,0,0,1,0,0,1,1,0,0,0,0
0.343980343980344,0.49999999999999994,0.3796903977412259,0.5183140466614863,2,0,0,1,0,1,0,0,0,0,1,0
0.15397215397215397,0.4166666666666667,0.767865059878938,0.396954910299958,1,0,0,0,1,1,0,0,0,1,0,0
0.26945126945126946,0.16666666666666669,0.6251782228920922,0.4924192134607583,2,0,0,1,0,0,1,0,0,1,0,0
0.06715806715806716,0.49999999999999994,0.727164535604977,0.5313538903898949,2,0,0,1,0,1,0,1,0,0,0,0
0.45208845208845216,0.08333333333333333,0.7769779739695367,0.1605486515980148,1,0,0,1,0,0,1,1,0,0,0,0
0.38820638820638825,0.3333333333333333,0.6627315407775364,0.3828260697029724,3,0,0,1,0,1,0,1,0,0,0,0
0.34889434889434895,0.3333333333333333,0.5189668914224125,0.4120743649506484,1,0,0,0,1,1,0,0,1,0,0,0
0.15069615069615072,0.16666666666666669,0.40223840740765116,0.2040832364743965,2,1,0,1,0,1,0,1,0,0,0,0
0.41932841932841936,0.4166666666666667,0.7789880060471227,0.0674144967271698,3,1,0,1,0,0,1,0,0,0,0,1
0.43079443079443086,0.4166666666666667,0.7156720942478949,0.2150326118067641,1,0,0,0,1,0,1,1,0,0,0,0
0.43161343161343163,0.0,0.774786993620355,0.4858996014397954,1,0,0,1,0,0,1,1,0,0,0,0
0.37510237510237515,0.25,0.8988802648287976,0.0897190068135143,2,0,0,1,0,1,0,1,0,0,0,0
0.23996723996724,0.16666666666666669,0.6857298484452713,0.6779235690148043,1,0,0,1,0,1,0,1,0,0,0,0
0.307944307944308,0.16666666666666669,0.6899342725785803,0.3132810087638813,2,0,0,1,0,1,0,1,0,0,0,0
